county_fips,year,pollination_health_class,habitat_availability_fraction,agricultural_intensity_fraction,urbanization_index,total_pesticide_burden_kg,pesticide_hazard_index,species_richness,occurrence_density,apidae_presence,syrphidae_presence
48113,2010,0,0.17766306067561052,0.5541625842836954,0.21817435504069413,11645.666013212558,21.01489009424323,47,47,1,1
48113,2011,2,0.3319439078162656,0.4371514199984879,0.1809046721852465,6948.773037820775,15.895574304411658,82,437,1,1
48113,2012,1,0.20698517502786085,0.2816842210278925,0.4613306039442465,4532.044735307857,16.089096357186897,73,188,1,1
48113,2013,2,0.22398229066731232,0.4623507171259047,0.26366699220678297,3291.568685698623,7.119203004524057,51,212,1,1
48113,2014,0,0.08038371147576968,0.38563028117784076,0.48398600734638947,5546.41706814575,14.38273184195459,39,73,1,1
48113,2015,0,0.10459808211767094,0.19328502944301792,0.4602401068982208,3251.3098780810315,16.82132195771699,31,87,1,1
48113,2016,2,0.05646616126380604,0.4385984500838634,0.45493538865233046,3134.9709215320518,7.147701615123367,49,220,1,0
48113,2017,2,0.30512893430076266,0.3193929886029719,0.3254780770962655,4355.461994556614,13.636685881053896,80,288,1,1
48113,2018,2,0.2080322826342246,0.4024345607948957,0.3395331565708796,4199.396146272846,10.434978630136388,80,226,1,1
48113,2019,1,0.23267465023469297,0.42815800453317493,0.2891673452321321,7321.467826721783,17.09992007204269,65,165,1,0
48113,2020,1,0.05720457300353086,0.2590017374859319,0.1769079420687289,3771.1087553119955,14.560167226349812,64,167,1,1
48113,2021,2,0.3477108346237374,0.13840455361246384,0.4638846117637988,692.7927697837235,5.005563051544747,68,356,1,0
48113,2022,2,0.34135492428014763,0.21396758127097085,0.23250203558655624,2264.005707880137,10.581068349799647,61,263,1,0
48113,2023,0,0.12431868873739667,0.3135538943131282,0.06580537818044499,5820.405900496003,18.562696303355548,52,223,1,1
48439,2010,1,0.09884315493154469,0.44273542868819854,0.40842141638025675,7325.131927705636,16.545167356400498,55,101,1,0
48439,2011,0,0.11419157844870184,0.5303652916281717,0.1651219416145818,12128.271694268851,22.86776992581565,49,193,0,0
48439,2012,0,0.15648478503583824,0.10347606526559536,0.6612980798293943,2228.2182672993545,21.533656563414443,34,108,1,0
48439,2013,2,0.17630285753550376,0.26813368267053955,0.5055634597939568,2103.596306893756,7.845326284595203,62,131,1,1
48439,2014,2,0.16553811552302164,0.25401299739087724,0.5304488870861009,1488.9792007714234,5.861822652570583,50,82,1,0
48439,2015,1,0.15193019906931468,0.21105390523536513,0.29060315516603885,4322.372436162341,20.47994433717127,61,263,1,1
48439,2016,2,0.26414851315283283,0.1599326836668414,0.060046800743763826,786.6761160064933,4.918794887837206,77,307,1,0
48439,2017,0,0.09194736572029216,0.2501056090138069,0.6079470252659009,4955.270481696454,19.812711530575015,39,195,1,1
48439,2018,0,0.1374853939116639,0.5160352832601337,0.29647932282820244,9886.935101059067,19.159416478273815,49,92,1,0
48439,2019,0,0.15142400038734932,0.2222604844327677,0.5763155151798829,4359.076252522302,19.61246538053074,44,166,1,0
48439,2020,2,0.15990655270322826,0.27415529546231476,0.5159381518344569,2859.731894008376,10.431065301420816,60,183,1,0
48439,2021,1,0.2234763178910657,0.3106467877300462,0.4158768943788881,6418.270998153964,20.66099198528187,71,148,1,1
48439,2022,1,0.11988582375542592,0.28181480118964697,0.2413917798452307,4036.1552277637434,14.322012426265337,44,91,1,1
48439,2023,1,0.19574052149666213,0.49865898777039463,0.2556004907329433,9499.465850891414,19.050023950967397,65,282,1,1
48121,2010,0,0.16956343344233274,0.38296543282572837,0.397471133731939,7570.018358511449,19.766844503398833,51,199,1,1
48121,2011,1,0.0662576444519992,0.22589114791268208,0.25599930335158044,2935.705658498072,12.996106999605823,42,137,1,1
48121,2012,0,0.26264069816550345,0.3486242529461927,0.16017028534596012,10030.313597467704,28.771128872966028,60,153,1,0
48121,2013,0,0.10968344329055205,0.25043915490838486,0.41192082059792756,5840.366740752636,23.32050078065524,38,162,1,1
48121,2014,1,0.0709976811936744,0.2365223974020462,0.6424799214042793,2217.941671499673,9.377300425196353,46,131,1,1
48121,2015,2,0.36192850746947747,0.11218779042374825,0.4758837021067742,772.6757330594318,6.887341851261302,70,294,1,0
48121,2016,2,0.3037787317114158,0.3169415916404589,0.3292796766481252,2183.0911705016238,6.88799185465763,96,277,1,0
48121,2017,2,0.33293907184076144,0.3513395116144308,0.11316472095099954,1980.9039546165643,5.638147241489276,80,227,1,0
48121,2018,2,0.15661481921067977,0.12573937562499468,0.4497546973544603,895.41410815794,7.121190418636402,55,166,1,0
48121,2019,0,0.07863575147512362,0.2235470520121298,0.6478171965127465,4840.7774163956365,21.654399627640704,49,155,1,1
48121,2020,2,0.27928923322298765,0.5346225339352787,0.13608823284173358,2809.865514349331,5.255793168889437,74,251,1,1
48121,2021,2,0.2040533728088605,0.21978094533348622,0.3869142740364288,2281.8756094963546,10.3824992753987,63,227,1,0
48121,2022,0,0.0927133821956726,0.17244743604561155,0.620292496753171,4456.500721258434,25.84266003034751,52,145,0,0
48121,2023,2,0.19294134615090947,0.2978433586208577,0.45921529522823273,1881.96014401094,6.318623619942325,73,297,1,1
48085,2010,0,0.05089652991933811,0.4863749350483967,0.41272853503226525,10170.952866640111,20.911753309225357,39,104,0,0
48085,2011,2,0.319233159179799,0.19160088052751303,0.4391659602926878,2136.0126504244513,11.14823967959444,70,230,1,1
48085,2012,2,0.14057299356000594,0.43606777370293925,0.28366924829284085,2924.973957290557,6.707613051467993,57,238,1,1
48085,2013,0,0.26684740709818483,0.4551638152427797,0.22798877765903527,7543.250117508457,16.572604629739555,45,150,1,1
48085,2014,0,0.15843139686973132,0.21790074476150156,0.5736678583687671,3774.825498220059,17.32359992213754,42,57,1,0
48085,2015,1,0.17319213630846605,0.3464294767107927,0.43037838698074116,7353.558107074168,21.22670958783912,70,370,1,0
48085,2016,1,0.2013291923363091,0.2368178655038486,0.5118529421598421,4821.77244234251,20.360677723688767,76,299,1,1
48085,2017,0,0.09277817979383324,0.3366192380973476,0.520602582108819,5894.482437365208,17.51083002734464,48,153,1,0
48085,2018,2,0.31122370031838664,0.3331335853886581,0.30564271429295514,4217.420208669542,12.659846581216735,80,173,1,1
48085,2019,2,0.28655691529625565,0.32811022152503116,0.3353328631787132,3350.463556540408,10.21139615478527,76,302,1,1
48085,2020,2,0.3293037931056793,0.12617120815624577,0.49452499873807504,2725.1168268689553,21.59856159504041,102,363,1,0
48085,2021,1,0.2549513516018407,0.3633801607264696,0.33166848767168977,7791.553050899238,21.441877346588193,75,262,1,0
48085,2022,0,0.24007573988577383,0.24111751102571446,0.4688067490885115,5526.376478310871,22.919846118198517,61,257,1,0
48085,2023,1,0.3124155346019744,0.16201858122392657,0.47556588417409906,2416.630686889108,14.915761633484843,64,286,0,0
48397,2010,0,0.08097237571817183,0.12038757077738196,0.6285034721814181,1608.331085754587,13.359609648844735,35,66,0,0
48397,2011,1,0.11859400184670083,0.39544647159412094,0.26969685195349824,7022.300655803506,17.757903996250665,55,135,1,0
48397,2012,1,0.06582955111868832,0.4387821809211412,0.29412891921596357,6036.891916325479,13.75828837458547,42,113,1,1
48397,2013,0,0.16386561576714254,0.10829391446392808,0.11108826089656484,2887.3163427839577,26.6618497489737,38,164,0,1
48397,2014,0,0.18258415964501346,0.3494382212206169,0.41797761913436965,9140.174033501575,26.156765965687796,48,70,1,1
48397,2015,1,0.14497216112086359,0.21324788759896898,0.07336247796788235,3157.3435604774554,14.805977437653858,46,183,1,1
48397,2016,1,0.2896620442221767,0.3599597508292652,0.30037820494855816,7532.349738926708,20.925532680580442,85,332,0,0
48397,2017,1,0.17486366434275624,0.18718321450249573,0.40271901255992476,3637.6868592091764,19.433829441060166,66,313,1,0
48397,2018,2,0.1483270783905833,0.44546886905123295,0.23625181388338484,3690.679032640189,8.284931240316178,60,173,1,1
48397,2019,0,0.2356393851243896,0.28810507857301637,0.426255536302594,7613.557614404047,26.426321215338387,75,321,1,1
48397,2020,1,0.09932347874116693,0.5683649943683673,0.06982516246038213,7023.428339264164,12.357249804761302,54,108,0,0
48397,2021,1,0.3307689432639139,0.16876047207299663,0.07427632268698937,2944.934851025061,17.450381836141247,65,265,0,1
